spm,svar
"Hei igjen – takk for info. Da har vi kommet et skritt lenger og har fått satt opp einnsyn slik at det kommer fram hvilken avdeling eller seksjon som er avsender, se print under. Veldig bra. Men vi får ikke til å vise at Avdeling for virksomhetsstyring og utvikling er et forvaltningsnivå over Seksjon for godkjenninger og meldinger. Det vil si at der det står Arbeidstilsynet markert med gul farge skal det stå Direktoratet for arbeidstilsynet – Virksomhetsstyring og utvikling.   Hvor hentes Arbeidstilsynet fra? Er det satt i admin i eInnsyn,dvs. :Virksomheter: Arbeidstilsynet? Som vi forklarte på møtet er Avdeling for virksomhetsstyring og utvikling underlagt Direktoratet for arbeidstilsynet. Ole Jomar opprettet en struktur i eInnsyn under møtet hvor bla Avdeling for virksomhetsstyring og utvikling ble en underenhet til Direktoratet. Dette fungerte ikke i praksis fordi, kanskje fordi Direktoratet ble en ny underenhet under Arbeidstilsynet? Er det mulig å opprette Direktoratet for arbeidstilsynet som en ny virksomhet (ikke underenhet) i eInnsyn, i tillegg til Arbeidstilsynet? I og med at det er mulig å filtrere på virksomheter i admin tenker vi at det bør være mulig.  Hva skal i så fall til for å gjøre dette mulig?","Det er mulig å opprette Direktoratet for arbeidstilsynet som en ny virksomhet, men det vil ha sine fordeler og ulemper mtp at det finnes Arbeidstilsynet fra før."
"Hei, Fint om vi kan få tilbakemelding på fordeler og ulemper ny virksomhet vil medføre?  Som nevnt i møte sist uke, har vi fått en uttalelse fra Sivilombudet der det påpekes at Arbeidstilsynet ikke har et godt nok skille mellom direktorat og ytre etat på eInnsyn. Etaten jobber derfor med å få opp en oversikt over forslag til løsninger h.u. konsekvenser som best kan imøtekomme uttalelsen fra Sivilombudet. Vi/dokumentforvaltning har kort frist på å levere anbefaling knyttet til struktur i Elements og på eInnsyn","Man kan opprette direktoratet som en enhet under Arbeidstilsynet. 1.Arbeidstilsynet Direktoratet for Arbeidstilsynet , Avdeling ,Avdeling B, Avdeling C, Osv. De som ligger her er da direktoratet og de tilhørende enheten hos dem. Videre for arbeidstilsynet: 2. Avdeling arbeidslivskriminalitet a. Nasjonal seksjon arbeidslivskriminalitet b. Seksjon arbeidslivskriminalitet Nord 2. Avdeling for IT og administrasjon a. xxxxxxxx b. xxxxxx Osv nedover. Det som er beskrevet over kan i dag gjøres ved å bruke enhetskodene som ligger i arkivet og er den enkleste og raskeste måten å få gjort dette på.   Det er da også mulig å overføre alt fra de arkivdelene på nytt slik at det som da skal ligge under direktoratet, men nå ligge under Arbeidstilsynet vil flytte seg til ny plassering. Det skjer da en oppdatering av eksisterende informasjon i løsningen (eInnsyn). Ut i fra den informasjonen som vi har er det vanskelig å forstå hva som er kravet fra Sivilombudet, når er det tilstrekkelig klarhet i hva. Hvis kravet om å ha et tydeligere skille er at Direktoratet for arbeidstilsynet skal ligge øverst så ser jeg ikke at det kan løses uten omfattende arbeid med å lage helt ny struktur og så flytte all eksisterende data over på ny struktur.  Hvor arbeidskrevende det er har jeg ikke noe anslag på.  Visning av navn er nok slik at det navnet som står øverst i hierarkiet vises først og så går det nedover.  Der er det ikke mulig å gjøre noe pr i dag.  De fleste fil forstå at når det står direktorat foran så er det direktoratet en ser på."
"Hei,vi administrerer prøveskilt for en bedrift i dag gjennom API mot Statens Vegvesen. Vi prøver nå å sette opp en ny kunde men får følgende feilmelding fra SVV:{error"":""invalid_scope"",error_description:""Consumer has not been granted access to the scope svv:kjoretoy/midlertidigbrukstillatelse.delegert. (trace_id: 415a8c8d33a2eb8f3325838bf326d263)""}og følgende fra maskinporten:401 Bearer error=""invalid_token"", error_description=""Bearer token is malformed"", error_uri=""https://tools.ietf.org/html/rfc6750#section-3.1 ""Kunden vi prøver å sette opp er Mobile Oslo med org.nummer 960678869 og jeg mener de har gitt oss tilstrekkelige rettigheter i Altinn (se vedlegg). Vi har en annen kunde (RSA) hvor dette fungerer helt fint på.Kan dere se hva som er galt?På forhånd takk.""","Hei. 960678869  har ikkje fått tilgang til scope fra SVV - dette må ordnast først. Mobile Oslo må altså kontakte Statens Vegvesen, dei må godkjenne nokre vilkår hos SVV: https://autosys-kjoretoy-api.atlas.vegvesen.no/api-ui/index-kjoreseddel.html"
Hei . Vi benytter deres signeringsløsning som en offentlig virksomhet .I løsningen er det ikke noen mulighet for meg å sende en signeringsforespørsel uten å oppgi fødselsnummer til mottaker.Dette er ikke alltid hensiktsmessig da enkelte som vi samarbeider med vegrer seg for å oppgi dette / vi må finne andre sikre metoder for å få utvekslet fødselsnummer. Ser at Private virksomheter kan sende signering forespørsel til e-post adresser. Kan det åpnes for dette for vår virksomhet ?,"Hei, nei, dette er ikke noe vi har mulighet til å gjøre.  https://signering-docs.readthedocs.io/en/latest/adressering-av-undertegner.html#addressing-signers-by-e-mail-sms"
"Hei,jeg skal bytte virksomhetssertifikat for Kulturdirektoratet i Einnsyn. Da skal vel dere ha den offentlige delen tilsendt. Må vi også avtale en tid for bytte, eller har ikke det så mye å si?","Hei, Kan vere greit å gjere det nokenlunde likt for å unngå nedetid. Berre send meg sertifikatet her i .cer format i ei zippet mappe, så kan du gi meg eit tidspunkt og så fiksa vi det"
Hei Kan dere hjelpe meg med å gi tilgang til portalen og alle dens admin funksjoner til Kjell Richard Bjørntvedt for 24SEVENOFFICE NORWAY AS (995251094),Hei.Det gjer de sjølv. Alle med ei @email.24sevenoffice.com kan registrere seg/logge inn på Samarbeidsportalen for denne verksemda. Trengs det tilgang for integrasjonar i prod må nokre rettighetar delegerast i Altinn: https://docs.digdir.no/docs/Maskinporten/maskinporten_sjolvbetjening_web.html#tilgang-i-produksjonsmilj%C3%B8
Hei Etter avviklingen av https://krr-ver1.digdir.no/ fungerer det naturlig nok ikke lenken til å endre brukerprofilen på våre testbrukere.  Har dere en ny lenke vi kan benytte som erstatning for denne: https://brukerprofil-ver1.difi.no/minprofil/?,Hei. Du finn infoen du er ute etter her: https://docs.digdir.no/docs/idporten/idporten/idporten_verifikasjonstester.html
"Hei,Vi har fått et oppdrag hvor vi skal varsle alle innbyggere, 16 år og eldre, i Oslo om at Legevakten flytter til Aker en gitt dato.  Planen er å bruke KRR til å finne innbyggerens telefonnummer, og sende en SMS fra Oslo kommune. Vi har lest veiledningen deres (download (digdir.no)) men uten å se at det vi planlegger gjøre er nevnt som en akseptabel bruk av KRR.  Har dere noen veiledning til oss angående en slik bruk?","Det er for så vidt ikke feil bruk av KRR til dette formålet, men det er fint om dere kan vurdere relevans for mottaker av varsel (ref. punkt 4.1.2 (og 4.1.1.4) i veilederen https://samarbeid.digdir.no/kontaktregisteret/retningslinjer-bruk-av-kontakt-og-reservasjonsregisteret/143)Konsekvensen av det blir sendt ut for mye generell informasjon til innbygger kan være at flere velger å bruke reservasjonsretten sin, eller ikke ønsker å være oppført i registeret i det hele tatt.Om dere velger å sende ut informasjon om dette ber vi dere vurdere e-post som kanal for utsending."
"Det anses her på huset være relevant for alle som skal besøke legevakten i Oslo - og at det er en viktig tjeneste for de som trenger den, samt at (riktig nok noen få) vil tape kritisk tid ved å reise til feil sted. Men vi innser at dette kun gjelder en svært liten andel av de som mottar SMSen, og er åpne for gode råd fra dere. Du nevner reservasjonsretten - er det § 9 (d) dere mener gjør at vi skal ta hensyn til dette - eller var det fordi det som noen anser som irrelevante SMSer fører til reservasjoner allikevel - fordi innbyggerne ikke egentlig forstår begrensningen av reservasjonsretten?","Hei, vi har sett at innbyggere velger å reservere seg mot digital kommunikasjon med det offentlige når de opplever å få varsel som de føler ikke er relevant for dem.Terskelen for å reservere seg er ofte lavere når de får SMS enn når de får epost. Derfor ber vi våre kunder om å være litt restriktive med hva de sender ut og i hvilke kanaler det blir sendt"
"Hei! Ifølge kartet for eFormidling skal vi kunne bruke eFormidling som kanal for å sende til privatpersoner. Vi har fått konfigurert Sikker digital post v2 fra vår arkivleverandør (Tietoevry – Public 360 online). Er det noen spesiell grunn til at vi ikke kan samle alt i eFormidling?I tillegg lurer vi om det er mulig å få lesebekreftelse på det som blir sendt til privatperson, slik vi får hos andre aktører.","Hei!Dere sender allerede digitalt til privatpersoner (DPI) gjennom eformidling, Det går an å be om lesebekreftelse, men anbefaler ikke dette. Dette gjøres isåfall på meldingsnivå, dvs i sakarkiv/fagsystem"
"Hei,  Vi jobber med innføring av alle departementene + DSS og SMK. I den forbindelse er det flere av disse som ikke benytter eFormidling 2.0, men skal ta dette i bruk det kommende året. Det vi oppdager er at når en kunde inngår avtale med dere, så blir de «automatisk» aktivert som mottaker av DPO-meldinger – selv om de ikke teknisk har satt dette opp på sin side.  Det skal vel være slik at en kunde kan inngå en avtale med dere en stund i forkant av å benytte tjenestene?Aktiverer dere de automatisk når en kunde inngår avtale med dere?Hvordan kan de eventuelt sikre seg, at de ikke er synlig som DPO-mottaker for de teknisk er klare for å ta løsningen i bruk?","I onboardingen hos oss skal ikke vi aktivere DPO (dette som avgjør om det skal motta) før virksomheten gir beskjed at de er klar. Det som kan skjer er at testingen ikke er vellykket og DPO scopet blir stående som aktivert.De fleste departementene har brukt eformidling ganske lenge, men om du vet om noen som ikke er klare kan jeg evt fjerne DPO?"
"Ny kunde i ID-porten1. Navn på virksomhet:Bragd Kompetanse AS2. Virksomhetens organisasjonsnummer:9145619223. Kontaktperson:Olav Øverli4. Hva skal dere benytte ID-porten til?Samhandling med deltakere i tiltak hos Nav. Vi er forhåndsgodkjent leverandør for tiltakene VTA (Varig Tilrettelagt Arbeid) og AFT (Arbeidsforberedende trening). Deltaker skal ha mulighet til å digitalt kunne kommunisere med Jobbkonsulent/Jobb-veileder gjennom fagsystemet Proplan Tiltak5. Skal dere benytte leverandør? Hvis ja, oppgi leverandørProplan Tiltak6. Fakturaadresse:EHF: 9145619227. Fakturareferanse:Olav Øverli8. Kritiske perioder:8:00 - 16:00. inntil100 innlogginger ila en dag.If you want to unsubscribe from these emails, please use this form.","HeiTakk for at du tok kontakt med oss angående Digitaliseringsdirektoratets fellesløsninger.For at vi skal kunne vurdere om deres virksomhet tilfredsstiller vilkårene for å ta i bruk Digdirs fellesløsninger, trenger vi informasjon om deres virksomhet.Vi ønsker dere fyller ut et vurderingsskjema: https://forms.office.com/Pages/ResponsePage.aspx?id=D1aOAK8I7EygVrNUR1A5ka_Oknk2ND5DhEKnqlTuZMlUMzk3NklJNEtSNzdXRzk0Uk43NUw2NkxKRy4uDersom dere tilfredsstiller kravene for å ta i bruk en av Digdirs fellesløsninger, må det signeres bruksvilkår for tjenesten. Bruksvilkår signeres på samarbeidsportalen, https://samarbeid.digdir.no.  Her vil dere også finne bestillingsflyt for fellesløsningene, dokumentasjon, varsel og driftsmeldinger samt annen relevant informasjon for Digdirs fellesløsninger.Vilkår for å ta i bruk Digdirs digitale fellesløsninger Vilkår står beskrevet i punkt 1.1 i «Bruksvilkår for Digdirs digitale fellesløsninger» (https://samarbeid.difi.no/bruksvilkar/bruksvilkar-difis-felleslosninger).«Følgende virksomheter kan benytte seg av fellesløsningene:Offentlig virksomhet og virksomheter som utfører oppgaver på vegne av, og som helt eller delvis er finansiert av, det offentlige. Dette omfatter blant annet alle sentrale og lokale statlige organer, herunder tilsyn, ombud og direktorater, alle fylkeskommuner,kommuner og kommunale etater, samt offentlig eide selskaper som bare leverer tjenester til det offentlige (egenregi). I tillegg omfattes private virksomheter som treffer vedtak etter forvaltningsloven, og private virksomheter som yter tjenester etter avtalemed og på vegne av det offentlige, men da begrenset til den delen av virksomheten som omfattes av forvaltningsloven eller utføres på vegne av det offentlige.Det skal også være mulig å knytte til andre virksomheter eller utøvere av aktiviteter, som ikke faller direkte inn under avgrensningene ovenfor, men som likevel må anses som offentlig virksomhet. Offentlig virksomhet må idenne sammenheng avgrenses mot virksomhet som anses som ervervsvirksomhet i henhold til konkurranse- og statsstøtteregelverket. Relevante momenter i denne vurderingen vil blant annet være om virksomheten faller inn under forvaltningslovens og/eller offentlighetslovensvirkeområde, om de aktuelle tjenester utøves i allmennhetens interesse, om tjenestene tilbys i konkurranse med private aktører, om det offentlige helt eller delvis finansierer tjenestene, og om det tas betalt for tjenestene fra sluttbrukerne utover det somer nødvendig for dekning av utøverens kostnader.Statsaksjeselskaper og offentlig eide virksomheter som helt eller delvis driver i konkurranse med private virksomheter, kan ikke benytte fellesløsningene, med mindre de treffer vedtak etter forvaltningsloven eller utføreroppgaver på vegne av, og helt eller delvis finansiert av det offentlige, men da begrenset til den delen av virksomheten som omfattes av forvaltningsloven eller utføres på vegne av det offentlige.»Det er Digitaliseringsdirektoratet som avgjør om en virksomhet kan benytte fellesløsningene."
"Hei Vi informerer om at vi – Mattilsynet - i dag har oppgradert integrasjonspunkt til versjon 2.23.0 og einnsynsklient til versjon 2.3.3, og at innsynskrav som vi mottar etter dette kommer med noreply som avsender adresse.Dette skaper mer-arbeid for oss. Kan dere kikke på dette og endre det med avsenders epostadresse?","Hei, takk for tilbakemelding. Dette er en funksjonalitet som har sine tilhengere og motstandere. Det finnes både fordeler og ulemper av denne løsningen mtp sikkerhet og arbeidsmengde. Funksjonaliteten blir snart revidert og etter det kommer vi til å avgjøre veien videre."
